statut_compte_courant;duree_mois;credit_history;objectif_credit;montant_credit;etat_epargne;anciennete_emploi;taux_remboursement;situation_personnelle;autres_garants;anciennete_logement;importance_biens;age;autres_plans_paiement;type_logement;nombre_credits_existants;categorie_emploi;nombre_personnes_a_charge;possede_telephone;travailleur_etranger;classe
pas_de_compte;6;existant remboursé;nouvelle voiture;672;<100;sans emploi;1;femme div/dép/mariée;aucun;4;immobilier;54;aucun;propriétaire;1;sans emploi/non qualif non résident;1;oui;oui;bon
0<=X<200;36;aucun crédit/tout remboursé;radio/tv;3804;<100;1<=X<4;4;femme div/dép/mariée;aucun;1;voiture;42;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
>=200;24;critique/autre crédit existant;nouvelle voiture;1344;épargne inconnue;4<=X<7;4;homme célibataire;aucun;2;immobilier;37;banque;propriétaire;2;unqualifié resident;2;aucun;oui;mauvais
<0;10;critique/autre crédit existant;nouvelle voiture;1038;<100;4<=X<7;4;homme célibataire;co-emprunteur;3;assurance vie;49;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;48;critique/autre crédit existant;nouvelle voiture;10127;500<=X<1000;1<=X<4;2;homme célibataire;aucun;2;pas de propriété;44;banque;gratuit;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;6;existant remboursé;meubles/équipement;1543;>=1000;1<=X<4;4;homme divorcé/séparé;aucun;2;immobilier;33;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;30;existant remboursé;voiture occasion;4811;épargne inconnue;4<=X<7;2;femme div/dép/mariée;aucun;4;assurance vie;24;magasins;locataire;1;unqualifié resident;1;aucun;oui;bon
<0;12;existant remboursé;radio/tv;727;100<=X<500;<1;4;homme marié/veuf;aucun;3;pas de propriété;33;aucun;propriétaire;1;unqualifié resident;1;oui;oui;mauvais
0<=X<200;8;existant remboursé;meubles/équipement;1237;<100;1<=X<4;3;femme div/dép/mariée;aucun;4;immobilier;24;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;9;existant remboursé;nouvelle voiture;276;<100;1<=X<4;4;homme marié/veuf;aucun;4;immobilier;22;aucun;locataire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;48;existant remboursé;autre;5381;épargne inconnue;sans emploi;3;homme célibataire;aucun;4;pas de propriété;40;banque;gratuit;1;sans emploi/non qualif non résident;1;oui;oui;bon
pas_de_compte;24;existant remboursé;meubles/équipement;5511;100<=X<500;1<=X<4;4;homme célibataire;aucun;1;voiture;25;magasins;propriétaire;1;qualifié;1;aucun;oui;bon
>=200;24;existant remboursé;meubles/équipement;3749;<100;<1;2;femme div/dép/mariée;aucun;4;voiture;26;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;nouvelle voiture;685;<100;4<=X<7;2;homme marié/veuf;aucun;3;voiture;25;banque;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
>=200;4;existant remboursé;nouvelle voiture;1494;épargne inconnue;<1;1;homme célibataire;aucun;2;immobilier;29;aucun;propriétaire;1;unqualifié resident;2;aucun;non;bon
<0;36;tout remboursé;meubles/équipement;2746;<100;>=7;4;homme célibataire;aucun;4;voiture;31;banque;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;12;existant remboursé;meubles/équipement;708;<100;1<=X<4;2;homme célibataire;garant;3;assurance vie;38;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;bon
0<=X<200;24;existant remboursé;meubles/équipement;4351;épargne inconnue;1<=X<4;1;femme div/dép/mariée;aucun;4;assurance vie;48;aucun;propriétaire;1;unqualifié resident;1;oui;oui;bon
pas_de_compte;12;critique/autre crédit existant;études;701;<100;1<=X<4;4;homme célibataire;aucun;2;voiture;32;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
<0;15;retards antérieurs;meubles/équipement;3643;<100;>=7;1;femme div/dép/mariée;aucun;4;assurance vie;27;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
0<=X<200;30;critique/autre crédit existant;nouvelle voiture;4249;<100;sans emploi;4;homme marié/veuf;aucun;2;voiture;28;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;aucun;oui;mauvais
<0;24;existant remboursé;radio/tv;1938;<100;<1;4;homme divorcé/séparé;aucun;3;assurance vie;32;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
<0;24;existant remboursé;voiture occasion;2910;<100;4<=X<7;2;homme célibataire;aucun;1;pas de propriété;34;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;18;existant remboursé;meubles/équipement;2659;>=1000;1<=X<4;4;homme célibataire;aucun;2;voiture;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;nouvelle voiture;1028;<100;1<=X<4;4;femme div/dép/mariée;aucun;3;immobilier;36;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
<0;8;critique/autre crédit existant;nouvelle voiture;3398;<100;4<=X<7;1;homme célibataire;aucun;4;immobilier;39;aucun;propriétaire;2;unqualifié resident;1;aucun;non;bon
pas_de_compte;12;critique/autre crédit existant;meubles/équipement;5801;épargne inconnue;>=7;2;homme célibataire;aucun;4;assurance vie;49;aucun;locataire;1;qualifié;1;oui;oui;bon
pas_de_compte;24;existant remboursé;nouvelle voiture;1525;>=1000;4<=X<7;4;femme div/dép/mariée;aucun;3;voiture;34;aucun;propriétaire;1;qualifié;2;oui;oui;bon
>=200;36;existant remboursé;radio/tv;4473;<100;>=7;4;homme célibataire;aucun;2;voiture;31;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;6;existant remboursé;radio/tv;1068;<100;>=7;4;homme célibataire;aucun;4;voiture;28;aucun;propriétaire;1;qualifié;2;aucun;oui;bon
<0;24;critique/autre crédit existant;voiture occasion;6615;<100;sans emploi;2;homme célibataire;aucun;4;pas de propriété;75;aucun;gratuit;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;18;critique/autre crédit existant;études;1864;100<=X<500;1<=X<4;4;femme div/dép/mariée;aucun;2;immobilier;30;aucun;propriétaire;2;qualifié;1;aucun;oui;mauvais
0<=X<200;60;existant remboursé;nouvelle voiture;7408;100<=X<500;<1;4;femme div/dép/mariée;aucun;2;assurance vie;24;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;aucun;oui;mauvais
pas_de_compte;48;critique/autre crédit existant;voiture occasion;11590;100<=X<500;1<=X<4;2;femme div/dép/mariée;aucun;4;voiture;24;banque;locataire;2;unqualifié resident;1;aucun;oui;mauvais
<0;24;aucun crédit/tout remboursé;meubles/équipement;4110;<100;>=7;3;homme célibataire;aucun;4;pas de propriété;23;banque;locataire;2;qualifié;2;aucun;oui;mauvais
<0;6;critique/autre crédit existant;meubles/équipement;3384;<100;1<=X<4;1;homme divorcé/séparé;aucun;4;immobilier;44;aucun;locataire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
0<=X<200;13;existant remboursé;radio/tv;2101;<100;<1;2;femme div/dép/mariée;garant;4;assurance vie;23;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
<0;15;existant remboursé;électroménager;1275;épargne inconnue;1<=X<4;4;femme div/dép/mariée;aucun;2;voiture;24;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
<0;24;existant remboursé;meubles/équipement;4169;<100;1<=X<4;4;homme célibataire;aucun;4;assurance vie;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;10;existant remboursé;meubles/équipement;1521;<100;1<=X<4;4;homme divorcé/séparé;aucun;2;voiture;31;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;24;critique/autre crédit existant;études;5743;<100;<1;2;femme div/dép/mariée;aucun;4;pas de propriété;24;aucun;gratuit;2;qualifié;1;oui;oui;bon
<0;21;existant remboursé;meubles/équipement;3599;<100;4<=X<7;1;femme div/dép/mariée;aucun;4;voiture;26;aucun;locataire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;18;existant remboursé;radio/tv;3213;500<=X<1000;<1;1;homme marié/veuf;aucun;3;immobilier;25;aucun;locataire;1;qualifié;1;aucun;oui;bon
0<=X<200;18;existant remboursé;affaires;4439;<100;>=7;1;homme célibataire;co-emprunteur;1;immobilier;33;banque;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
>=200;10;existant remboursé;nouvelle voiture;3949;<100;<1;1;homme célibataire;garant;1;assurance vie;37;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;bon
pas_de_compte;15;critique/autre crédit existant;radio/tv;1459;<100;1<=X<4;4;femme div/dép/mariée;aucun;2;voiture;43;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;13;critique/autre crédit existant;radio/tv;882;<100;<1;4;homme célibataire;garant;4;immobilier;23;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
0<=X<200;24;existant remboursé;radio/tv;3758;500<=X<1000;sans emploi;1;femme div/dép/mariée;aucun;4;pas de propriété;23;aucun;locataire;1;sans emploi/non qualif non résident;1;aucun;oui;bon
pas_de_compte;6;retards antérieurs;affaires;1743;100<=X<500;1<=X<4;1;homme célibataire;aucun;2;immobilier;34;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
0<=X<200;9;critique/autre crédit existant;études;1136;>=1000;>=7;4;homme célibataire;aucun;3;pas de propriété;32;aucun;gratuit;2;qualifié;2;aucun;oui;mauvais
pas_de_compte;9;existant remboursé;électroménager;1236;<100;<1;1;femme div/dép/mariée;aucun;4;immobilier;23;aucun;locataire;1;qualifié;1;oui;oui;bon
0<=X<200;9;existant remboursé;meubles/équipement;959;<100;1<=X<4;1;femme div/dép/mariée;aucun;2;voiture;29;aucun;propriétaire;1;qualifié;1;aucun;non;mauvais
pas_de_compte;18;critique/autre crédit existant;voiture occasion;3229;épargne inconnue;sans emploi;2;homme célibataire;aucun;4;pas de propriété;38;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;12;aucun crédit/tout remboursé;radio/tv;6199;<100;1<=X<4;4;homme célibataire;aucun;2;assurance vie;28;aucun;locataire;2;qualifié;1;oui;oui;mauvais
pas_de_compte;10;existant remboursé;études;727;500<=X<1000;>=7;4;homme célibataire;aucun;4;pas de propriété;46;aucun;gratuit;1;qualifié;1;oui;oui;bon
0<=X<200;24;existant remboursé;nouvelle voiture;1246;<100;<1;4;homme célibataire;aucun;2;immobilier;23;magasins;propriétaire;1;unqualifié resident;1;aucun;oui;mauvais
pas_de_compte;12;critique/autre crédit existant;radio/tv;2331;épargne inconnue;>=7;1;homme célibataire;co-emprunteur;4;immobilier;49;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;36;retards antérieurs;radio/tv;4463;<100;1<=X<4;4;homme célibataire;aucun;2;voiture;26;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;12;existant remboursé;radio/tv;776;<100;1<=X<4;4;homme marié/veuf;aucun;2;immobilier;28;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;30;existant remboursé;meubles/équipement;2406;<100;4<=X<7;4;femme div/dép/mariée;aucun;4;immobilier;23;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
0<=X<200;18;existant remboursé;études;1239;épargne inconnue;1<=X<4;4;homme célibataire;aucun;4;pas de propriété;61;aucun;gratuit;1;qualifié;1;aucun;oui;bon
>=200;12;existant remboursé;radio/tv;3399;épargne inconnue;>=7;2;homme célibataire;aucun;3;voiture;37;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
>=200;12;retards antérieurs;nouvelle voiture;2247;<100;1<=X<4;2;femme div/dép/mariée;aucun;2;voiture;36;magasins;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;6;existant remboursé;meubles/équipement;1766;<100;1<=X<4;1;homme marié/veuf;aucun;2;assurance vie;21;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;18;existant remboursé;meubles/équipement;2473;<100;sans emploi;4;homme célibataire;aucun;1;voiture;25;aucun;propriétaire;1;sans emploi/non qualif non résident;1;aucun;oui;mauvais
pas_de_compte;12;existant remboursé;affaires;1542;<100;4<=X<7;2;homme célibataire;aucun;4;voiture;36;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;18;critique/autre crédit existant;voiture occasion;3850;<100;4<=X<7;3;homme célibataire;aucun;1;voiture;27;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
<0;18;existant remboursé;meubles/équipement;3650;<100;<1;1;femme div/dép/mariée;aucun;4;voiture;22;aucun;locataire;1;qualifié;1;aucun;oui;bon
<0;36;existant remboursé;meubles/équipement;3446;<100;>=7;4;homme célibataire;aucun;2;voiture;42;aucun;propriétaire;1;qualifié;2;aucun;oui;mauvais
0<=X<200;18;existant remboursé;meubles/équipement;3001;<100;4<=X<7;2;femme div/dép/mariée;aucun;4;immobilier;40;aucun;locataire;1;qualifié;1;aucun;oui;bon
pas_de_compte;36;existant remboursé;nouvelle voiture;3079;épargne inconnue;1<=X<4;4;homme célibataire;aucun;4;immobilier;36;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;radio/tv;6070;<100;>=7;3;homme célibataire;aucun;4;voiture;33;aucun;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;10;critique/autre crédit existant;meubles/équipement;2146;<100;<1;1;femme div/dép/mariée;aucun;3;immobilier;23;aucun;locataire;2;qualifié;1;aucun;oui;bon
pas_de_compte;60;critique/autre crédit existant;nouvelle voiture;13756;épargne inconnue;>=7;2;homme célibataire;aucun;4;pas de propriété;63;banque;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;60;tout remboursé;autre;14782;100<=X<500;>=7;3;femme div/dép/mariée;aucun;4;pas de propriété;60;banque;gratuit;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
<0;48;tout remboursé;affaires;7685;<100;4<=X<7;2;femme div/dép/mariée;garant;4;voiture;37;aucun;locataire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;18;retards antérieurs;radio/tv;2320;<100;sans emploi;2;homme marié/veuf;aucun;3;immobilier;34;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;7;retards antérieurs;radio/tv;846;épargne inconnue;>=7;3;homme célibataire;aucun;4;pas de propriété;36;aucun;gratuit;1;qualifié;1;aucun;oui;bon
0<=X<200;36;existant remboursé;nouvelle voiture;14318;<100;>=7;4;homme célibataire;aucun;2;pas de propriété;57;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;6;critique/autre crédit existant;nouvelle voiture;362;100<=X<500;1<=X<4;4;femme div/dép/mariée;aucun;4;voiture;52;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
<0;20;existant remboursé;meubles/équipement;2212;épargne inconnue;4<=X<7;4;homme célibataire;aucun;4;voiture;39;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;18;existant remboursé;voiture occasion;12976;<100;sans emploi;3;femme div/dép/mariée;aucun;4;pas de propriété;38;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;22;existant remboursé;nouvelle voiture;1283;épargne inconnue;4<=X<7;4;femme div/dép/mariée;aucun;4;assurance vie;25;aucun;locataire;1;qualifié;1;aucun;oui;bon
>=200;12;existant remboursé;nouvelle voiture;1330;<100;<1;4;homme célibataire;aucun;1;immobilier;26;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;30;retards antérieurs;affaires;4272;100<=X<500;1<=X<4;2;homme célibataire;aucun;2;assurance vie;26;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;radio/tv;2238;<100;1<=X<4;2;femme div/dép/mariée;aucun;1;voiture;25;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;18;existant remboursé;radio/tv;1126;épargne inconnue;<1;4;femme div/dép/mariée;aucun;2;immobilier;21;aucun;locataire;1;qualifié;1;oui;oui;bon
0<=X<200;18;critique/autre crédit existant;meubles/équipement;7374;<100;sans emploi;4;homme célibataire;aucun;4;assurance vie;40;magasins;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;15;critique/autre crédit existant;affaires;2326;500<=X<1000;1<=X<4;2;homme célibataire;aucun;4;voiture;27;banque;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;9;existant remboursé;affaires;1449;<100;4<=X<7;3;femme div/dép/mariée;aucun;2;voiture;27;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;18;existant remboursé;nouvelle voiture;1820;<100;1<=X<4;2;homme marié/veuf;aucun;2;assurance vie;30;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
0<=X<200;12;existant remboursé;meubles/équipement;983;>=1000;<1;1;femme div/dép/mariée;aucun;4;immobilier;19;aucun;locataire;1;unqualifié resident;1;aucun;oui;bon
<0;36;existant remboursé;nouvelle voiture;3249;<100;4<=X<7;2;homme célibataire;aucun;4;pas de propriété;39;banque;gratuit;1;hautement qualifié/indépendant/cadre;2;oui;oui;bon
<0;6;critique/autre crédit existant;radio/tv;1957;<100;4<=X<7;1;femme div/dép/mariée;aucun;4;voiture;31;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
pas_de_compte;9;critique/autre crédit existant;meubles/équipement;2406;<100;sans emploi;2;homme célibataire;aucun;3;voiture;31;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
0<=X<200;39;retards antérieurs;études;11760;100<=X<500;4<=X<7;2;homme célibataire;aucun;3;pas de propriété;32;aucun;locataire;1;qualifié;1;oui;oui;bon
<0;12;existant remboursé;meubles/équipement;2578;<100;sans emploi;3;femme div/dép/mariée;aucun;4;pas de propriété;55;aucun;gratuit;1;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
<0;36;critique/autre crédit existant;meubles/équipement;2348;<100;1<=X<4;3;homme marié/veuf;aucun;2;assurance vie;46;aucun;propriétaire;2;qualifié;1;oui;oui;bon
0<=X<200;12;existant remboursé;nouvelle voiture;1223;<100;>=7;1;homme divorcé/séparé;aucun;1;immobilier;46;aucun;locataire;2;qualifié;1;aucun;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;radio/tv;1516;>=1000;1<=X<4;4;femme div/dép/mariée;aucun;1;immobilier;43;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
pas_de_compte;18;existant remboursé;radio/tv;1473;<100;<1;3;homme marié/veuf;aucun;4;immobilier;39;aucun;propriétaire;1;qualifié;1;oui;oui;bon
0<=X<200;18;critique/autre crédit existant;affaires;1887;épargne inconnue;1<=X<4;4;homme marié/veuf;aucun;4;immobilier;28;banque;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;24;retards antérieurs;affaires;8648;<100;<1;2;homme célibataire;aucun;2;voiture;27;banque;propriétaire;2;qualifié;1;oui;oui;mauvais
pas_de_compte;14;retards antérieurs;nouvelle voiture;802;<100;1<=X<4;4;homme célibataire;aucun;2;voiture;27;aucun;propriétaire;2;unqualifié resident;1;aucun;oui;bon
0<=X<200;18;retards antérieurs;nouvelle voiture;2899;épargne inconnue;>=7;4;homme célibataire;aucun;4;voiture;43;aucun;propriétaire;1;qualifié;2;aucun;oui;bon
0<=X<200;24;existant remboursé;radio/tv;2039;<100;<1;1;homme marié/veuf;aucun;1;assurance vie;22;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;24;critique/autre crédit existant;voiture occasion;2197;épargne inconnue;4<=X<7;4;homme célibataire;aucun;4;voiture;43;aucun;propriétaire;2;qualifié;2;oui;oui;bon
<0;15;existant remboursé;radio/tv;1053;<100;<1;4;homme marié/veuf;aucun;2;immobilier;27;aucun;propriétaire;1;qualifié;1;aucun;non;bon
pas_de_compte;24;existant remboursé;radio/tv;3235;500<=X<1000;>=7;3;homme divorcé/séparé;aucun;2;voiture;26;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
>=200;12;critique/autre crédit existant;nouvelle voiture;939;500<=X<1000;4<=X<7;4;homme marié/veuf;aucun;2;immobilier;28;aucun;propriétaire;3;qualifié;1;oui;oui;mauvais
0<=X<200;24;existant remboursé;radio/tv;1967;<100;>=7;4;femme div/dép/mariée;aucun;4;voiture;20;aucun;propriétaire;1;qualifié;1;oui;oui;bon
pas_de_compte;33;critique/autre crédit existant;voiture occasion;7253;<100;4<=X<7;3;homme célibataire;aucun;2;voiture;35;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;12;critique/autre crédit existant;affaires;2292;<100;sans emploi;4;homme célibataire;aucun;2;voiture;42;magasins;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;10;existant remboursé;nouvelle voiture;1597;500<=X<1000;1<=X<4;3;homme célibataire;aucun;2;pas de propriété;40;aucun;locataire;1;unqualifié resident;2;aucun;non;bon
<0;24;existant remboursé;nouvelle voiture;1381;épargne inconnue;1<=X<4;4;femme div/dép/mariée;aucun;2;assurance vie;35;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;36;critique/autre crédit existant;voiture occasion;5842;<100;>=7;2;homme célibataire;aucun;2;assurance vie;35;aucun;propriétaire;2;qualifié;2;oui;oui;bon
<0;12;existant remboursé;nouvelle voiture;2579;<100;<1;4;homme célibataire;aucun;1;immobilier;33;aucun;propriétaire;1;unqualifié resident;2;aucun;oui;mauvais
<0;18;retards antérieurs;études;8471;épargne inconnue;1<=X<4;1;femme div/dép/mariée;aucun;2;voiture;23;aucun;locataire;2;qualifié;1;oui;oui;bon
pas_de_compte;21;existant remboursé;nouvelle voiture;2782;500<=X<1000;4<=X<7;1;femme div/dép/mariée;aucun;2;voiture;31;banque;propriétaire;1;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
0<=X<200;18;existant remboursé;nouvelle voiture;1042;épargne inconnue;1<=X<4;4;femme div/dép/mariée;aucun;2;assurance vie;33;aucun;propriétaire;1;qualifié;1;aucun;oui;mauvais
pas_de_compte;15;existant remboursé;nouvelle voiture;3186;>=1000;4<=X<7;2;femme div/dép/mariée;aucun;3;voiture;20;aucun;locataire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;voiture occasion;2028;épargne inconnue;1<=X<4;4;homme célibataire;aucun;2;voiture;30;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;critique/autre crédit existant;nouvelle voiture;958;<100;4<=X<7;2;homme célibataire;aucun;3;immobilier;47;aucun;propriétaire;2;unqualifié resident;2;aucun;oui;bon
pas_de_compte;21;retards antérieurs;meubles/équipement;1591;100<=X<500;4<=X<7;4;homme célibataire;aucun;3;immobilier;34;aucun;propriétaire;2;hautement qualifié/indépendant/cadre;1;aucun;oui;bon
0<=X<200;12;existant remboursé;meubles/équipement;2762;épargne inconnue;>=7;1;femme div/dép/mariée;aucun;2;assurance vie;25;banque;propriétaire;1;qualifié;1;oui;oui;mauvais
0<=X<200;18;existant remboursé;voiture occasion;2779;<100;1<=X<4;1;homme marié/veuf;aucun;3;voiture;21;aucun;locataire;1;qualifié;1;oui;oui;bon
pas_de_compte;28;critique/autre crédit existant;radio/tv;2743;<100;>=7;4;homme célibataire;aucun;2;voiture;29;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;18;critique/autre crédit existant;radio/tv;1149;>=1000;1<=X<4;4;homme célibataire;aucun;3;immobilier;46;aucun;propriétaire;2;qualifié;1;aucun;oui;bon
pas_de_compte;9;existant remboursé;meubles/équipement;1313;<100;>=7;1;homme célibataire;aucun;4;voiture;20;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
<0;18;critique/autre crédit existant;réparations;1190;<100;sans emploi;2;femme div/dép/mariée;aucun;4;pas de propriété;55;aucun;gratuit;3;sans emploi/non qualif non résident;2;aucun;oui;mauvais
pas_de_compte;5;existant remboursé;affaires;3448;<100;4<=X<7;1;homme célibataire;aucun;4;immobilier;74;aucun;propriétaire;1;unqualifié resident;1;aucun;oui;bon
0<=X<200;24;existant remboursé;autre;11328;<100;1<=X<4;2;homme célibataire;co-emprunteur;3;voiture;29;banque;propriétaire;2;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
<0;6;critique/autre crédit existant;meubles/équipement;1872;<100;sans emploi;4;homme célibataire;aucun;4;pas de propriété;36;aucun;gratuit;3;hautement qualifié/indépendant/cadre;1;oui;oui;bon
pas_de_compte;24;critique/autre crédit existant;réparations;2058;<100;1<=X<4;4;homme divorcé/séparé;aucun;2;immobilier;33;aucun;propriétaire;2;qualifié;1;oui;oui;bon
<0;9;existant remboursé;meubles/équipement;2136;<100;1<=X<4;3;homme célibataire;aucun;2;immobilier;25;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;12;existant remboursé;radio/tv;1484;épargne inconnue;1<=X<4;2;homme marié/veuf;aucun;1;immobilier;25;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
pas_de_compte;6;existant remboursé;réparations;660;500<=X<1000;4<=X<7;2;homme marié/veuf;aucun;4;immobilier;23;aucun;locataire;1;unqualifié resident;1;aucun;oui;bon
pas_de_compte;24;critique/autre crédit existant;nouvelle voiture;1287;>=1000;>=7;4;femme div/dép/mariée;aucun;4;immobilier;37;aucun;propriétaire;2;qualifié;1;oui;oui;bon
<0;42;critique/autre crédit existant;réparations;3394;<100;sans emploi;4;homme célibataire;co-emprunteur;4;voiture;65;aucun;propriétaire;2;sans emploi/non qualif non résident;1;aucun;oui;bon
>=200;12;tout remboursé;affaires;609;<100;<1;4;femme div/dép/mariée;aucun;1;immobilier;26;aucun;propriétaire;1;sans emploi/non qualif non résident;1;aucun;oui;mauvais
pas_de_compte;12;existant remboursé;nouvelle voiture;1884;<100;>=7;4;homme célibataire;aucun;4;voiture;39;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
<0;12;existant remboursé;meubles/équipement;1620;<100;1<=X<4;2;femme div/dép/mariée;co-emprunteur;3;assurance vie;30;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
0<=X<200;20;retards antérieurs;autre;2629;<100;1<=X<4;2;homme célibataire;aucun;3;voiture;29;banque;propriétaire;2;qualifié;1;oui;oui;bon
pas_de_compte;12;existant remboursé;études;719;<100;>=7;4;homme célibataire;aucun;4;voiture;41;banque;propriétaire;1;unqualifié resident;2;aucun;oui;mauvais
0<=X<200;48;critique/autre crédit existant;meubles/équipement;5096;<100;1<=X<4;2;femme div/dép/mariée;aucun;3;voiture;30;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;mauvais
pas_de_compte;9;critique/autre crédit existant;études;1244;épargne inconnue;>=7;4;femme div/dép/mariée;aucun;4;assurance vie;41;aucun;locataire;2;unqualifié resident;1;aucun;oui;bon
<0;36;existant remboursé;nouvelle voiture;1842;<100;<1;4;femme div/dép/mariée;aucun;4;voiture;34;aucun;propriétaire;1;qualifié;1;oui;oui;mauvais
0<=X<200;7;existant remboursé;radio/tv;2576;<100;1<=X<4;2;homme célibataire;garant;2;immobilier;35;aucun;propriétaire;1;qualifié;1;aucun;oui;bon
>=200;12;existant remboursé;meubles/équipement;1424;épargne inconnue;>=7;3;femme div/dép/mariée;aucun;4;immobilier;55;aucun;propriétaire;1;hautement qualifié/indépendant/cadre;1;oui;oui;bon
